parent_smiles,pH_r,temp_C_r,pH_over_TK_r,group_source_key,source_block,source_blocks_joined,n_source_blocks,all_conditions_missing,logK,rep_n,rep_std,smiles_rdkit,compound_name,pH,temp_C,pH_over_TK,src_A_raw_k_with_smiles,src_B_logk_name_only,src_C_logk_with_pH_T,src_D_logk_with_pH_over_TK,kept_for_model
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C)c2cc1C,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.84509804001426,2,0.0,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C)c2cc1C,Lumiflavine,,,,0,1,0,0,True
[2H]OC([2H])([2H])C([2H])([2H])[2H],,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,7.27875360095283,1,0.0,[2H]OC([2H])([2H])C([2H])([2H])[2H],"1,1,1,2,2-pentadeuterio-2-deuteriooxyethane",,,,0,1,0,0,True
CCCCCCCO,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,8.379902252833775,2,0.02559407949087453,CCCCCCCO,1-heptanol,,,,0,1,0,0,True
Clc1cccc(Cl)c1C(Cl)Cl,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,8.30102999566398,1,0.0,Clc1cccc(Cl)c1C(Cl)Cl,"1,3-dichloro-2-(dichloromethyl)benzene",,,,0,1,0,0,True
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1csc(N)n1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.133884390147504,2,0.05722290616046391,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1csc(N)n1,Cefotaxime,,,,0,1,0,0,True
Cc1cc2nc3c(=O)n(C)c(=O)nc-3n(C)c2cc1C,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.90308998699194,2,0.0,Cc1cc2nc3c(=O)n(C)c(=O)nc-3n(C)c2cc1C,3-Methyllumiflavine,,,,0,1,0,0,True
CC(CCc1ccc(O)cc1)NCC(O)c1ccc(O)cc1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.72530928172586,1,0.0,CC(CCc1ccc(O)cc1)NCC(O)c1ccc(O)cc1,ractopamine,,,,0,1,0,0,True
COc1cc(C(=O)[O-])cc(OC)c1OC,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.69897000433602,2,0.0,COc1cc(C(=O)[O-])cc(OC)c1OC,"3,4,5-trimethoxybenzoate",,,,0,1,0,0,True
COCCc1ccc(OCC(O)CNC(C)C)cc1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.85421045006736,1,0.0,COCCc1ccc(OCC(O)CNC(C)C)cc1,Metoprolol,,,,0,1,0,0,True
CNc1ncnc2c1ncn2C1OC(CO)C(O)C1O,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.69019608002851,1,0.0,CNc1ncnc2c1ncn2C1OC(CO)C(O)C1O,"2-(hydroxymethyl)-5-(6-methylaminopurin-9-yl)oxolane-3,4-diol",,,,0,1,0,0,True
Cc1ccccc1Cl,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.23044892137827,2,0.0,Cc1ccccc1Cl,1-Chloro-2-methylbenzene,,,,0,1,0,0,True
COc1c2occc2cc2ccc(=O)oc12,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.83884909073726,1,0.0,COc1c2occc2cc2ccc(=O)oc12,"9-methoxyfuro[3,2-g]chromen-7-one",,,,0,1,0,0,True
COc1ccc(OC)cc1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.857,3,0.38291028412535166,COc1ccc(OC)cc1,"1,4-dimethoxy-benzene",,,,0,1,0,0,True
COc1ccc(C(=O)[O-])cc1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.810588140887514,2,0.09931378578414139,COc1ccc(C(=O)[O-])cc1,4-Methoxybenzoate,,,,0,1,0,0,True
CCNc1nc(N)nc(Cl)n1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.26621688181509,1,0.0,CCNc1nc(N)nc(Cl)n1,Desisopropyl-atrazine,,,,0,1,0,0,True
Nc1ccn([C@H]2CC(OP(=O)(O)OC[C@H]3OC(n4cnc5c(=O)nc(N)[nH]c54)C[C@@H]3O)[C@@H](CO)O2)c(=O)n1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.30102999566398,1,0.0,Nc1ccn([C@H]2CC(OP(=O)(O)OC[C@H]3OC(n4cnc5c(=O)nc(N)[nH]c54)C[C@@H]3O)[C@@H](CO)O2)c(=O)n1,"[(2R,3S)-5-(2-amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl [(2R,5R)-5-(4-amino-2-oxopyrimidin-1-yl)-2-(hydroxymethyl)oxolan-3-yl] hydrogen phosphate",,,,0,1,0,0,True
CCCCCC,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,8.38021124171161,1,0.0,CCCCCC,Hexane,,,,0,1,0,0,True
C[S+](C)[O-],,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.43136376415899,1,0.0,C[S+](C)[O-],Methylsulfinylmethane,,,,0,1,0,0,True
O=C(c1ccccc1)c1ccccc1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.60205999132796,2,0.0,O=C(c1ccccc1)c1ccccc1,Benzophenone,,,,0,1,0,0,True
COc1nc(OC)nc(OC)n1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,7.70757017609794,2,0.0,COc1nc(OC)nc(OC)n1,"2,4,6-Trimethoxy-1,3,5-triazine",,,,0,1,0,0,True
Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,6.81954393554187,1,0.0,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],"1-Methyl-2,4-dinitrobenzene",,,,0,1,0,0,True
C1COCCOCCOCCO1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,8.36172783601759,1,0.0,C1COCCOCCOCCO1,12-Crown-4,,,,0,1,0,0,True
COc1cc(OC)c(C(=O)O)c(OC)c1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.41497334797082,3,0.06595630091130374,COc1cc(OC)c(C(=O)O)c(OC)c1,"2,4,6-trimethoxybenzoate",,,,0,1,0,0,True
COc1ccc(OC)c(OC)c1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.892,5,0.44719244419690773,COc1ccc(OC)c(OC)c1,"1,2,4-trimethoxy-benzene",,,,0,1,0,0,True
CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.51016984845293,3,0.03724600953064748,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,Amoxicillin,,,,0,1,0,0,True
Cc1c(Cl)cccc1Cl,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,8.60205999132796,2,0.0,Cc1c(Cl)cccc1Cl,"1,3-dichloro-2-methylbenzene",,,,0,1,0,0,True
COC(C)(C)C,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,6.29446622616159,1,0.0,COC(C)(C)C,2-Methoxy-2-methylpropane,,,,0,1,0,0,True
C1COCOC1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,7.534633394640975,2,0.0005184582707721215,C1COCOC1,"1,3-dioxane",,,,0,1,0,0,True
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.84359505085875,1,0.0,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,atenolol,,,,0,1,0,0,True
N#CN=C1SCCN1Cc1ccc(Cl)nc1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.569599075987611,2,0.006268065669902203,N#CN=C1SCCN1Cc1ccc(Cl)nc1,Thiacloprid,,,,0,1,0,0,True
CC(=O)Nc1ccccc1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.55622687557547,3,0.00015742639052074086,CC(=O)Nc1ccccc1,N-Phenylacetamide,,,,0,1,0,0,True
CC(C)(C)CO,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,7.39794000867204,1,0.0,CC(C)(C)CO,"2,2-Dimethylpropanol",,,,0,1,0,0,True
Nc1ccc(S(=O)(=O)Nc2cncc(Cl)n2)cc1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.96390817788835,2,0.1256485114561654,Nc1ccc(S(=O)(=O)Nc2cncc(Cl)n2)cc1,sulfaclozine,,,,0,1,0,0,True
COc1cccc(OC)c1OC,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.828361342606605,2,0.023669264463240386,COc1cccc(OC)c1OC,"1,2,3-Trimethoxybenzene",,,,0,1,0,0,True
NC(Cc1ccccc1)C(=O)O,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.43136376415899,1,0.0,NC(Cc1ccccc1)C(=O)O,2-amino-3-phenylpropanoic acid,,,,0,1,0,0,True
CC(C)Nc1nc(N)nc(Cl)n1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,8.89781292573089,1,0.0,CC(C)Nc1nc(N)nc(Cl)n1,Desethyl-atrazine,,,,0,1,0,0,True
Clc1ccc2ccccc2c1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.04139268515823,1,0.0,Clc1ccc2ccccc2c1,2-CHLORONAPHTHALENE,,,,0,1,0,0,True
O=C([O-])/C=C/C(=O)[O-],,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,7.20405999132796,3,5.999132796530304e-05,O=C([O-])/C=C/C(=O)[O-],(E)-but-2-enedioate,,,,0,1,0,0,True
Nc1ccc(Cl)c(Cl)c1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.67209785793572,1,0.0,Nc1ccc(Cl)c(Cl)c1,"3,4-Dichloroaniline",,,,0,1,0,0,True
O=C(O)c1ccc(Cl)cc1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,8.55620166717819,3,0.00015402585154302578,O=C(O)c1ccc(Cl)cc1,p-chlorobenzoic acid,,,,0,1,0,0,True
CCCCOC(=O)c1ccccc1C(=O)OCCCC,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,8.07918124604763,2,0.0,CCCCOC(=O)c1ccccc1C(=O)OCCCC,Dibutyl phthalate,,,,0,1,0,0,True
O=C([O-])CC(=O)[O-],,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,6.74036268949424,1,0.0,O=C([O-])CC(=O)[O-],Propanedioate,,,,0,1,0,0,True
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.46991100798908,1,0.0,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,Azithromycin,,,,0,1,0,0,True
Cc1ncc([N+](=O)[O-])n1CC(O)CCl,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.37839790094814,2,0.0,Cc1ncc([N+](=O)[O-])n1CC(O)CCl,Ornidazole,,,,0,1,0,0,True
Nc1ncnc2nc[nH]c12,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.66275783168157,2,0.0,Nc1ncnc2nc[nH]c12,7H-purin-6-amine,,,,0,1,0,0,True
OCC1CC=CCC1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.63346845557959,1,0.0,OCC1CC=CCC1,1-cyclohex-3-enylmethanol,,,,0,1,0,0,True
CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.37839790094814,3,0.021048952931887913,CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,Penicillin V,,,,0,1,0,0,True
NC1=NCNC=C1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,8.39794000867204,1,0.0,NC1=NCNC=C1,2'-Deoxycytosine,,,,0,1,0,0,True
Fc1c(F)c(F)c(F)c(F)c1F,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,8.85125834871907,1,0.0,Fc1c(F)c(F)c(F)c(F)c1F,"1,2,3,4,5,6-hexafluorobenzene",,,,0,1,0,0,True
Cc1cccc2ccccc12,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.44715803134222,1,0.0,Cc1cccc2ccccc12,1-Methylnaphthalene,,,,0,1,0,0,True
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,8.92427928606188,2,0.0,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,Ciprofloxacin,,,,0,1,0,0,True
CC1(C)CON(Cc2ccccc2Cl)C1=O,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,8.9731278535997,2,0.0,CC1(C)CON(Cc2ccccc2Cl)C1=O,Clomazone,,,,0,1,0,0,True
C[n+]1ccc(-c2cc[n+](C)cc2)cc1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.07918124604763,2,0.0,C[n+]1ccc(-c2cc[n+](C)cc2)cc1.[Cl-].[Cl-],Paraquat dichloride,,,,0,1,0,0,True
O=C(O)/C=C/c1ccc(O)c(O)c1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,10.0934216851622,1,0.0,O=C(O)/C=C/c1ccc(O)c(O)c1,Caffeic acid,,,,0,1,0,0,True
O=C([O-])CF,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,6.53147891704226,1,0.0,O=C([O-])CF,2-fluoroacetate,,,,0,1,0,0,True
CCNc1nc(Cl)nc(NC(C)(C)C)n1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.47712125471966,2,0.0,CCNc1nc(Cl)nc(NC(C)(C)C)n1,Terbuthylazine,,,,0,1,0,0,True
CC1=CCC2CC1C2(C)C,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.348585773407944,2,0.08953994665522984,CC1=CCC2CC1C2(C)C,a-Pinene,,,,0,1,0,0,True
CCNc1nc(NC(C)C)nc(OC)n1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,8.81291335664286,2,0.0,CCNc1nc(NC(C)C)nc(OC)n1,Atraton,,,,0,1,0,0,True
CN(C)c1ccc(N=O)cc1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.36172783601759,3,0.11374037581776172,CN(C)c1ccc(N=O)cc1,"N,N-DIMETHYL-4-NITROSOANILINE",,,,0,1,0,0,True
CC(C)(C)O,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,5.91413655602604,1,0.0,CC(C)(C)O,tert-Butyl alcohol,,,,0,1,0,0,True
CC(=O)N=C1C=CC2=C(S(=O)(=O)[O-])C(NNc3cccc(S(=O)(=O)CCOS(=O)(=O)[O-])c3)=CC(=O)C2=C1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.13353890837022,1,0.0,CC(=O)N=C1C=CC2=C(S(=O)(=O)[O-])C(NNc3cccc(S(=O)(=O)CCOS(=O)(=O)[O-])c3)=CC(=O)C2=C1,C.I. Reactive Orange 16,,,,0,1,0,0,True
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,8.79657433321043,2,0.0,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Indomethacin,,,,0,1,0,0,True
CC(=O)c1ccc(C(=O)[O-])cc1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,8.30102999566398,2,0.0,CC(=O)c1ccc(C(=O)[O-])cc1,4-Acetylbenzoate,,,,0,1,0,0,True
COc1cccc(OC)c1C(=O)[O-],,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.398,3,3.4636009346990485e-05,COc1cccc(OC)c1C(=O)[O-],"2,6-dimethoxy-benzoate",,,,0,1,0,0,True
CC(=O)Nc1ccc2cc(S(=O)(=O)[O-])c(N=Nc3ccc(S(=O)(=O)CCOS(=O)(=O)[O-])cc3)c(O)c2c1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.13353890837022,1,0.0,CC(=O)Nc1ccc2cc(S(=O)(=O)[O-])c(N=Nc3ccc(S(=O)(=O)CCOS(=O)(=O)[O-])cc3)c(O)c2c1,6-acetamido-4-hydroxy-3-[[4-(2-sulfonatooxyethylsulfonyl)phenyl]diazenyl]naphthalene-2-sulfonate,,,,0,1,0,0,True
Cc1cc(=O)[nH]c(=O)[nH]1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.27875360095283,1,0.0,Cc1cc(=O)[nH]c(=O)[nH]1,"6-methyl-1H-pyrimidine-2,4-dione",,,,0,1,0,0,True
N#CC(Cl)Cl,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,7.80345711564841,2,0.0,N#CC(Cl)Cl,Dichloroacetonitrile,,,,0,1,0,0,True
O=C(O)C(F)(F)C(F)(F)C(F)(F)F,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,5.56756632568839,1,0.0,O=C(O)C(F)(F)C(F)(F)C(F)(F)F,Perfluorobutyric acid,,,,0,1,0,0,True
Cc1nnc(SCC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.418664957797741,2,0.054381766812650154,Cc1nnc(SCC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1.[Na+],Cefazolin,,,,0,1,0,0,True
CC1=CCC(C(C)(C)O)CC1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.61278385671974,1,0.0,CC1=CCC(C(C)(C)O)CC1,alpha-Terpineol,,,,0,1,0,0,True
OCCc1ccc(O)cc1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.2380461031288,2,0.0,OCCc1ccc(O)cc1,4-(2-Hydroxyethyl)phenol,,,,0,1,0,0,True
CC(=O)NS(=O)(=O)c1ccc(N)cc1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.77815125038364,2,0.0,CC(=O)NS(=O)(=O)c1ccc(N)cc1,N-(4-aminophenyl)sulfonylacetamide,,,,0,1,0,0,True
O=Cc1ccccc1O,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.79239168949825,2,0.0,O=Cc1ccccc1O,o-Hydroxybenzaldehyde,,,,0,1,0,0,True
O=C(O)C(=O)O,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,6.04139268515823,3,0.17355222759551392,O=C(O)C(=O)O,oxalic acid,,,,0,1,0,0,True
Cc1c(F)cccc1Cl,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.07918124604763,2,0.0,Cc1c(F)cccc1Cl,1-Chloro-3-fluoro-2-methylbenzene,,,,0,1,0,0,True
COc1cc(OC)cc(OC)c1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.31214591997781,3,0.03625273008940771,COc1cc(OC)cc(OC)c1,"1,3,5-trimethoxy-benzene",,,,0,1,0,0,True
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.36181855734506,3,0.00013857911675961928,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid,,,,0,1,0,0,True
CCC(O)CC,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,8.20407998843728,3,6.109217809239046e-05,CCC(O)CC,Pentan-3-ol,,,,0,1,0,0,True
CCC(=O)O,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,6.60205999132796,1,0.0,CCC(=O)O,Propionic acid,,,,0,1,0,0,True
CCc1cccc(CC)c1N(COC)C(=O)CCl,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.82208403968401,1,0.0,CCc1cccc(CC)c1N(COC)C(=O)CCl,Alachlor,,,,0,1,0,0,True
Clc1ccccc1Br,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,8.84509804001426,1,0.0,Clc1ccccc1Br,1-Bromo-2-chlorobenzene,,,,0,1,0,0,True
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.35308952985187,1,0.0,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,gemfibrozil,,,,0,1,0,0,True
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.43136376415899,2,0.0,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,Adenosine,,,,0,1,0,0,True
C=CC(=O)NCO,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,7.630035693992535,2,0.9489292416988209,C=CC(=O)NCO,N-(hydroxymethyl)prop-2-enamide,,,,0,1,0,0,False
Oc1cccc(Cl)c1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.96378782734556,1,0.0,Oc1cccc(Cl)c1,3-Chlorophenol,,,,0,1,0,0,True
O=C(O)CCC(=O)O,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,6.85117223247938,3,0.000131544728981509,O=C(O)CCC(=O)O,succinic acid,,,,0,1,0,0,True
Cn1c(=O)cc[nH]c1=O,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.51851393987789,1,0.0,Cn1c(=O)cc[nH]c1=O,"3-methyl-1H-pyrimidine-2,4-dione",,,,0,1,0,0,True
NO,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,8.92941892571429,1,0.0,NO,HYDROXYLAMINE,,,,0,1,0,0,True
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.07577348069627,3,0.00022651930373562834,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,progesterone,,,,0,1,0,0,True
COc1cccc(C(=O)O)c1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.88081359228079,1,0.0,COc1cccc(C(=O)O)c1,3-methoxybenzoic acid,,,,0,1,0,0,True
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,10.6901960800285,2,0.0,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,Sulfamerazine,,,,0,1,0,0,True
Cc1ccccc1O,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.732165580818245,2,0.1419069008497071,Cc1ccccc1O,2-Methylphenol,,,,0,1,0,0,True
O=C([O-])C(Cl)Cl,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,6.32221929473392,1,0.0,O=C([O-])C(Cl)Cl,"2,2-dichloroacetate",,,,0,1,0,0,True
O=C(O)CNCP(=O)(O)O,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,8.20411998265592,2,0.0,O=C(O)CNCP(=O)(O)O,Glyphosate,,,,0,1,0,0,True
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(N(CC)CC)cc3[o+]c2c1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,6.9237619608287,1,0.0,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(N(CC)CC)cc3[o+]c2c1,Rhodamine B,,,,0,1,0,0,True
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.64916742935607,1,0.0,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,Erythromycin,,,,0,1,0,0,True
CCc1cc(OCCCCCCn2c(-c3ccc(Cl)cc3)nc3ccccc3c2=O)ccc1Cl,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,8.55630250076729,1,0.0,CCc1cc(OCCCCCCn2c(-c3ccc(Cl)cc3)nc3ccccc3c2=O)ccc1Cl,3-[6-(4-chloro-3-ethylphenoxy)hexyl]-2-(4-chlorophenyl)quinazolin-4-one,,,,0,1,0,0,True
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,8.67209785793572,1,0.0,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,Donepezil HCl,,,,0,1,0,0,True
ClCC(Cl)Cl,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,6.4983105537896,1,0.0,ClCC(Cl)Cl,"1,1,2-TRICHLOROETHANE",,,,0,1,0,0,True
NCC(=O)O,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,6.95416167295955,3,0.0001234797624964429,NCC(=O)O,glycine,,,,0,1,0,0,True
O=C1C=CC(=O)C=C1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,8.27203402217514,2,0.3847142035869857,O=C1C=CC(=O)C=C1,"1,4-Benzoquinone",,,,0,1,0,0,True
Cc1cccc(C(=O)O)c1,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.30101999710932,3,1.5273044522855347e-05,Cc1cccc(C(=O)O)c1,3-Methylbenzoic acid,,,,0,1,0,0,True
Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,8.30102999566398,1,0.0,Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,Thymidine,,,,0,1,0,0,True
ClC(Cl)Cl,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,5.86746748785905,1,0.0,ClC(Cl)Cl,Chloroform,,,,0,1,0,0,True
C=C(C)C(=O)OC,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,9.0,2,0.0,C=C(C)C(=O)OC,methyl 2-methylprop-2-enoate,,,,0,1,0,0,True
NC(CO)C(=O)O,,,,B_logk_name_only,B_logk_name_only,B_logk_name_only,1,1,7.36172783601759,1,0.0,NC(CO)C(=O)O,2-Amino-3-hydroxypropanoic acid,,,,0,1,0,0,True
