parent_smiles,pH_r,temp_C_r,pH_over_TK_r,group_source_key,source_block,source_blocks_joined,n_source_blocks,all_conditions_missing,logK,rep_n,rep_std,smiles_rdkit,compound_name,pH,temp_C,pH_over_TK,src_A_raw_k_with_smiles,src_B_logk_name_only,src_C_logk_with_pH_T,src_D_logk_with_pH_over_TK,kept_for_model
CCc1cccc(CC)c1N(COC)C(=O)CCl,7.0,25.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.822168079,1,0.0,CCc1cccc(CC)c1N(COC)C(=O)CCl,ALC(Alachlor),7.0,25.0,,0,0,1,0,True
C=CCO,6.8,25.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.176091259,1,0.0,C=CCO,Allyl alcohol,6.8,25.0,,0,0,1,0,True
CCNc1nc(NC(C)C)nc(SC)n1,,,,C_logk_with_pH_T,C_logk_with_pH_T,C_logk_with_pH_T,1,1,9.612783857,1,0.0,CCNc1nc(NC(C)C)nc(SC)n1,Ametryn,,,,0,0,1,0,True
CN(C)CCC=C1c2ccccc2CCc2ccccc21,,,,C_logk_with_pH_T,C_logk_with_pH_T,C_logk_with_pH_T,1,1,9.681241237,1,0.0,CN(C)CCC=C1c2ccccc2CCc2ccccc21,Amitriptyline HCl,,,,0,0,1,0,True
Nc1ncn[nH]1,3.0,,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,8.411619706,1,0.0,Nc1ncn[nH]1,Amitrole,3.0,,,0,0,1,0,True
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,7.4,21.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.541579244,1,0.0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,Amoxicillin,7.4,21.0,,0,0,1,0,True
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,7.4,25.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.301029996,1,0.0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,ampicillin,7.4,25.0,,0,0,1,0,True
Nc1cc(S(=O)(=O)O)ccc1S(=O)(=O)O,2.9,,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.255272505,1,0.0,Nc1cc(S(=O)(=O)O)ccc1S(=O)(=O)O,"Aniline-2,5-disulfonic acid",2.9,,,0,0,1,0,True
COc1ccccc1,7.0,20.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.69019608,1,0.0,COc1ccccc1,anisole,7.0,20.0,,0,0,1,0,True
CC1=CCC2CC1C2(C)C,4.0,19.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,7.491361694,1,0.0,CC1=CCC2CC1C2(C)C,a-Pinene,4.0,19.0,,0,0,1,0,True
COC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O,7.4,21.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.357934847,1,0.0,COC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O,Aspartame,7.4,21.0,,0,0,1,0,True
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,7.0,,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,10.11394335,1,0.0,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,Atenolol,7.0,,,0,0,1,0,True
CC1=CC[C@H](C(C)(C)O)CC1,4.0,19.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.612783857,1,0.0,CC1=CC[C@H](C(C)(C)O)CC1,a-Terpineol,4.0,19.0,,0,0,1,0,True
CCNc1nc(NC(C)C)nc(OC)n1,,,,C_logk_with_pH_T,C_logk_with_pH_T,C_logk_with_pH_T,1,1,8.812913357,1,0.0,CCNc1nc(NC(C)C)nc(OC)n1,Atraton,,,,0,0,1,0,True
CCNc1nc(Cl)nc(NC(C)C)n1,7.0,25.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.36361198,1,0.0,CCNc1nc(Cl)nc(NC(C)C)n1,ATZ(Atrazine),7.0,25.0,,0,0,1,0,True
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,7.0,,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.334453751,1,0.0,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,Azathioprine,7.0,,,0,0,1,0,True
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)C(C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,7.0,25.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.469822016,1,0.0,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)C(C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,AZT(Azithromycin),7.0,25.0,,0,0,1,0,True
O=Cc1ccccc1,,25.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,8.851258349,1,0.0,O=Cc1ccccc1,Benzaldehyde,,25.0,,0,0,1,0,True
NC(=O)c1ccccc1,7.0,25.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,8.177150281,1,0.0,NC(=O)c1ccccc1,Benzamide,7.0,25.0,,0,0,1,0,True
COc1ccccc1,3.0,25.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.380211242,1,0.0,COc1ccccc1,benzene,3.0,25.0,,0,0,1,0,True
c1ccccc1,7.0,25.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.190105621,1,0.0,c1ccccc1,benzene,7.0,25.0,,0,0,1,0,True
O=C([O-])c1ccccc1,7.0,,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.079181246,1,0.0,O=C([O-])c1ccccc1,Benzoate,7.0,,,0,0,1,0,True
C=CC(=O)[O-],7.0,25.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.079181246,1,0.0,C=CC(=O)[O-],Benzoate ion,7.0,25.0,,0,0,1,0,True
O=C(O)c1ccccc1,7.0,25.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.079181246,1,0.0,O=C(O)c1ccccc1,Benzoic acid,7.0,25.0,,0,0,1,0,True
N#Cc1ccccc1,7.0,,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,8.079181246,1,0.0,N#Cc1ccccc1,Benzonitrile,7.0,,,0,0,1,0,True
N#Cc1ccccc1,7.0,25.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,8.079181246,1,0.0,N#Cc1ccccc1,Benzonitrile,7.0,25.0,,0,0,1,0,True
O=C(c1ccccc1)c1ccccc1,,25.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.602059991,1,0.0,O=C(c1ccccc1)c1ccccc1,Benzophenone,,25.0,,0,0,1,0,True
c1ccc2scnc2c1,7.0,20.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.51851394,1,0.0,c1ccc2scnc2c1,Benzothiazole,7.0,20.0,,0,0,1,0,True
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,7.0,,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.136720567,1,0.0,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,Bisphenol A,7.0,,,0,0,1,0,True
CCN(CC)c1ccc([C+](c2ccccc2)c2ccc(N(CC)CC)cc2)cc1,5.7,,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.344392274,1,0.0,CCN(CC)c1ccc([C+](c2ccccc2)c2ccc(N(CC)CC)cc2)cc1.O=S(=O)([O-])O,Brilliant green,5.7,,,0,0,1,0,True
CC(=O)N=C1C=CC2=C(S(=O)(=O)[O-])C(NNc3cccc(S(=O)(=O)CCOS(=O)(=O)[O-])c3)=CC(=O)C2=C1,,,,C_logk_with_pH_T,C_logk_with_pH_T,C_logk_with_pH_T,1,1,9.133538908,1,0.0,CC(=O)N=C1C=CC2=C(S(=O)(=O)[O-])C(NNc3cccc(S(=O)(=O)CCOS(=O)(=O)[O-])c3)=CC(=O)C2=C1,C.I. Reactive Orange 16,,,,0,0,1,0,True
Cn1c(=O)c2c(ncn2C)n(C)c1=O,7.0,,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.378397901,1,0.0,Cn1c(=O)c2c(ncn2C)n(C)c1=O,Caffeine,7.0,,,0,0,1,0,True
NC(=O)N1c2ccccc2C=Cc2ccccc21,3.0,25.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.283301229,1,0.0,NC(=O)N1c2ccccc2C=Cc2ccccc21,Carbamazepine,3.0,25.0,,0,0,1,0,True
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)[O-])c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],7.4,21.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,8.930378562,1,0.0,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)[O-])c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],Carbenicillin,7.4,21.0,,0,0,1,0,True
N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,7.4,21.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.387389826,1,0.0,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,Cefaclor,7.4,21.0,,0,0,1,0,True
CC1=C(CO)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,7.4,21.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.290034611,1,0.0,CC1=C(CO)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,Cefalexin,7.4,21.0,,0,0,1,0,True
CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,7.4,21.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.527306527,2,0.11334709004700523,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,Cefalotin,7.4,21.0,,0,0,1,0,True
CO/N=C(\C(=O)N[C@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@@H]12)c1csc(N)n1,7.4,,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.093421685,1,0.0,CO/N=C(\C(=O)N[C@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@@H]12)c1csc(N)n1,Cefotaxime,7.4,,,0,0,1,0,True
C=CC(=C)Cl,7.0,,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.255272505,1,0.0,C=CC(=C)Cl,Chlorophene,7.0,,,0,0,1,0,True
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,7.0,,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.322219295,1,0.0,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,ciprofloxacin (CIP),7.0,,,0,0,1,0,True
CC(=O)[C@@H]1C[C@H](CC(=O)O)C1(C)C,3.0,25.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,7.204119983,1,0.0,CC(=O)[C@@H]1C[C@H](CC(=O)O)C1(C)C,cis-Pinonic acid,3.0,25.0,,0,0,1,0,True
CC1(C)CON(Cc2ccccc2Cl)C1=O,4.4,,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,8.973127854,1,0.0,CC1(C)CON(Cc2ccccc2Cl)C1=O,Clomazone,4.4,,,0,0,1,0,True
Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,7.4,21.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.015704232,1,0.0,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,Cloxacillin,7.4,21.0,,0,0,1,0,True
C/C=C/C(=O)O,4.8,25.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,8.886490725,1,0.0,C/C=C/C(=O)O,Crotonic acid,4.8,25.0,,0,0,1,0,True
O=c1[nH]c(=O)[nH]c(=O)[nH]1,5.0,,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,7.278753601,1,0.0,O=c1[nH]c(=O)[nH]c(=O)[nH]1,Cyanuric acid,5.0,,,0,0,1,0,True
OC1CCCC1,,22.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,8.325639007,1,0.0,OC1CCCC1,Cyclopentanol,,22.0,,0,0,1,0,True
C[C@H]1[C@@H](OS(=O)(=O)O)C[C@@H]2C[C@H]([C@H](O)c3cc(=O)[nH]c(=O)[nH]3)NC3=NC[C@H]1N32,7.4,,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.653212514,1,0.0,C[C@H]1[C@@H](OS(=O)(=O)O)C[C@@H]2C[C@H]([C@H](O)c3cc(=O)[nH]c(=O)[nH]3)NC3=NC[C@H]1N32,Cylindrospermopsin,7.4,,,0,0,1,0,True
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,7.0,25.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.71432976,1,0.0,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,DCF(Diclofenac),7.0,25.0,,0,0,1,0,True
CC(C)Nc1nc(N)nc(Cl)n1,7.5,,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,8.982271233,1,0.0,CC(C)Nc1nc(N)nc(Cl)n1,Desethyl-atrazine,7.5,,,0,0,1,0,True
CC(C)Nc1nc(N)nc(Cl)n1,7.8,,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,8.982271233,1,0.0,CC(C)Nc1nc(N)nc(Cl)n1,"desethyl-atrazine (DEA) (6-chloro-2-amino-4-isopropylamino-1,3,5-triazine)",7.8,,,0,0,1,0,True
Nc1nc(N)nc(Cl)n1,7.5,,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,8.176091259,1,0.0,Nc1nc(N)nc(Cl)n1,Desethyl-desisopropyl atrazine,7.5,,,0,0,1,0,True
Nc1nc(N)nc(Cl)n1,7.0,,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,8.176091259,1,0.0,Nc1nc(N)nc(Cl)n1,"Desethyl-desisopropyl-atrazine
(DEDIA)
6-Chloro-2,4-amino-1,3,5-triazine",7.0,,,0,0,1,0,True
CC(C)(C)Nc1nc(=O)nc(N)[nH]1,7.5,,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,8.556302501,1,0.0,CC(C)(C)Nc1nc(=O)nc(N)[nH]1,Desethyl-terbuthylazine,7.5,,,0,0,1,0,True
c1ncncn1,7.8,,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,8.556302501,1,0.0,c1ncncn1,"desethyl-terbuthylazine (DET) (6-chloro-2-amino-4-terbutylamino-1,3,5-triazine)",7.8,,,0,0,1,0,True
CC(C)(C)Nc1nc(N)nc(Cl)n1,7.0,,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,8.556302501,1,0.0,CC(C)(C)Nc1nc(N)nc(Cl)n1,"Desethyl-terbuthylazine (DET)
6-Chloro-2-amino-4-terbutylamino-1,3,5-
triazine",7.0,,,0,0,1,0,True
CCNc1nc(N)nc(Cl)n1,7.5,,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.301029996,1,0.0,CCNc1nc(N)nc(Cl)n1,Desisopropyl-atrazine,7.5,,,0,0,1,0,True
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I,6.5,20.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.278753601,1,0.0,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I,Diatriozate,6.5,20.0,,0,0,1,0,True
CCCCOC(=O)c1ccccc1C(=O)OCCCC,6.0,,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,8.079181246,1,0.0,CCCCOC(=O)c1ccccc1C(=O)OCCCC,Dibutyl phthalate,6.0,,,0,0,1,0,True
N#CC(Cl)Cl,6.0,,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,7.803457116,1,0.0,N#CC(Cl)Cl,Dichloroacetonitrile,6.0,,,0,0,1,0,True
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,7.0,,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.917883486,1,0.0,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,Diclofenac,7.0,,,0,0,1,0,True
CCOCC,7.0,23.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,8.113943352,1,0.0,CCOCC,diethyl ether,7.0,23.0,,0,0,1,0,True
C=O,,25.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,7.427946747,1,0.0,C=O,diethyl ether,,25.0,,0,0,1,0,True
CCOC(=O)c1ccccc1C(=O)OCC,6.0,,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,7.806179974,1,0.0,CCOC(=O)c1ccccc1C(=O)OCC,Diethyl phthalate,6.0,,,0,0,1,0,True
O=C(O)C(F)F,,,,C_logk_with_pH_T,C_logk_with_pH_T,C_logk_with_pH_T,1,1,4.939519253,1,0.0,O=C(O)C(F)F,Difluoroacetic acid,,,,0,0,1,0,True
CSSC,4.5,25.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,8.579783597,1,0.0,CSSC,dimethyl disulfide,4.5,25.0,,0,0,1,0,True
COC(=O)CCC(=O)OC,,25.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,7.249224202,1,0.0,COC(=O)CCC(=O)OC,dimethyl succinate,,25.0,,0,0,1,0,True
Cc1ncc([N+](=O)[O-])n1C,7.0,,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.51851394,1,0.0,Cc1ncc([N+](=O)[O-])n1C,Dimetridazole,7.0,,,0,0,1,0,True
C1COCCO1,7.5,25.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,7.204119983,1,0.0,C1COCCO1,Dioxane,7.5,25.0,,0,0,1,0,True
CCCOCCC,7.0,23.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,8.342422681,1,0.0,CCCOCCC,dipropyl ether,7.0,23.0,,0,0,1,0,True
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,7.0,25.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.666517981,1,0.0,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,DIU(Diuron),7.0,25.0,,0,0,1,0,True
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,7.0,25.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.713490543,1,0.0,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,DXT(Dexamethasone),7.0,25.0,,0,0,1,0,True
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,7.0,25.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,8.517195898,1,0.0,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,E2(17??-Estradiol),7.0,25.0,,0,0,1,0,True
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,7.0,25.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.73239376,1,0.0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,EE2(17??-Ethynylestradiol),7.0,25.0,,0,0,1,0,True
Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,4.2,21.85,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.164352856,1,0.0,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,Epicatechin,4.2,21.85,,0,0,1,0,True
CCCCCCCO,4.2,21.85,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.079181246,1,0.0,CCCCCCCO,Epicatechingallate,4.2,21.85,,0,0,1,0,True
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,4.2,21.85,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.017033339,1,0.0,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,Epigalocatechingallate,4.2,21.85,,0,0,1,0,True
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,7.0,25.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.649334859,1,0.0,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,ERM(Erythromycin),7.0,25.0,,0,0,1,0,True
CC,7.0,23.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,6.643452676,1,0.0,CC,ethane,7.0,23.0,,0,0,1,0,True
CCO,7.0,25.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,7.892094603,1,0.0,CCO,ethanol,7.0,25.0,,0,0,1,0,True
C#COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,7.4,20.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.478566496,1,0.0,C#COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,ethinylestradiol,7.4,20.0,,0,0,1,0,True
CN(C)C(=O)Nc1ccccc1,7.0,,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.662757832,1,0.0,CN(C)C(=O)Nc1ccccc1,Fenuron,7.0,,,0,0,1,0,True
CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,7.0,,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,8.120573931,1,0.0,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,Florfenicol,7.0,,,0,0,1,0,True
CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,7.0,24.85,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,9.662757832,1,0.0,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,Fluomethuron,7.0,24.85,,0,0,1,0,True
Fc1ccccc1,7.0,,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,8.991226076,1,0.0,Fc1ccccc1,Fluorobenzene,7.0,,,0,0,1,0,True
C[Si](Cn1cncn1)(c1ccc(F)cc1)c1ccc(F)cc1,,,,C_logk_with_pH_T,C_logk_with_pH_T,C_logk_with_pH_T,1,1,8.662757832,1,0.0,C[Si](Cn1cncn1)(c1ccc(F)cc1)c1ccc(F)cc1,Flusilazole,,,,0,0,1,0,True
C=O,7.0,22.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,7.041392685,1,0.0,C=O,formaldehyde,7.0,22.0,,0,0,1,0,True
O=C[O-],7.0,25.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,8.230448921,1,0.0,O=C[O-],formate,7.0,25.0,,0,0,1,0,True
O=CO,4.5,25.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,7.71432976,1,0.0,O=CO,Formic,4.5,25.0,,0,0,1,0,True
O=CO,0.5,25.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,5.662757832,1,0.0,O=CO,formic acid,0.5,25.0,,0,0,1,0,True
O=C([O-])/C=C/C(=O)[O-],7.0,25.0,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,7.204119983,1,0.0,O=C([O-])/C=C/C(=O)[O-],fumarate,7.0,25.0,,0,0,1,0,True
O=C([O-])c1cc(O)c(O)c(O)c1,5.4,,,COND_DEFINED_MERGED,C_logk_with_pH_T,C_logk_with_pH_T,1,0,8.962397998,1,0.0,O=C([O-])c1cc(O)c(O)c(O)c1,Gallate ion,5.4,,,0,0,1,0,True
